"","date","team","opponent","team_score","opponent_score","tournament","city","country","neutral","team_abrv","opponent_abrv"
"227",1994-02-16,"South Korea","Romania",1,2,"Friendly","Changwon","South Korea",FALSE,"KOR","ROU"
"228",1994-02-16,"Malta","Belgium",1,0,"Friendly","Attard","Malta",FALSE,"MLT","BEL"
"229",1994-02-18,"Colombia","Sweden",0,0,"Friendly","Miami","United States",TRUE,"COL","SWE"
"230",1994-02-18,"United States","Bolivia",1,1,"Friendly","Miami","United States",FALSE,"USA","BOL"
"231",1994-02-20,"Bolivia","Colombia",0,2,"Friendly","Miami","United States",TRUE,"BOL","COL"
"232",1994-02-20,"United States","Sweden",1,3,"Friendly","Miami","United States",FALSE,"USA","SWE"
"233",1994-02-23,"Dominica","Antigua and Barbuda",3,2,"CFU Caribbean Cup qualification","Basseterre","Saint Kitts and Nevis",TRUE,"DMA","ATG"
"234",1994-02-23,"Israel","Georgia",2,0,"Friendly","Ashdod","Israel",FALSE,"ISR","GEO"
"235",1994-02-23,"Mali","Ghana",0,0,"Friendly","Bamako","Mali",FALSE,"MLI","GHA"
"236",1994-02-23,"Morocco","Finland",0,0,"Friendly","Casablanca","Morocco",FALSE,"MAR","FIN"
"237",1994-02-23,"Saint Kitts and Nevis","Montserrat",9,1,"CFU Caribbean Cup qualification","Basseterre","Saint Kitts and Nevis",FALSE,"KNA","MSR"
"238",1994-02-23,"Turkey","Czech Republic",1,4,"Friendly","Istanbul","Turkey",FALSE,"TUR","CZE"
"239",1994-02-24,"Mexico","Sweden",2,1,"Friendly","Fresno","United States",TRUE,"MEX","SWE"
"240",1994-02-25,"Antigua and Barbuda","Montserrat",8,0,"CFU Caribbean Cup qualification","Basseterre","Saint Kitts and Nevis",TRUE,"ATG","MSR"
"241",1994-02-25,"Saint Kitts and Nevis","Dominica",2,3,"CFU Caribbean Cup qualification","Basseterre","Saint Kitts and Nevis",FALSE,"KNA","DMA"
"242",1994-02-26,"Colombia","South Korea",2,2,"Friendly","Monterey Park","United States",TRUE,"COL","KOR"
"243",1994-02-26,"Zimbabwe","Zambia",2,2,"Friendly","Harare","Zimbabwe",FALSE,"ZIM","ZAM"
"244",1994-02-27,"Gabon","Senegal",0,0,"Friendly","Moanda","Gabon",FALSE,"GAB","SEN"
"245",1994-03-02,"Cayman Islands","British Virgin Islands",5,0,"CFU Caribbean Cup qualification","George Town","Cayman Islands",FALSE,"CAY","VGB"
"246",1994-03-02,"Jamaica","Sint Maarten",3,2,"CFU Caribbean Cup qualification","George Town","Cayman Islands",TRUE,"JAM","SXM"
"247",1994-03-02,"Mexico","Colombia",0,0,"Friendly","Mexico City","Mexico",FALSE,"MEX","COL"
"248",1994-03-04,"Cayman Islands","Sint Maarten",5,0,"CFU Caribbean Cup qualification","George Town","Cayman Islands",FALSE,"CAY","SXM"
"249",1994-03-04,"Guadeloupe","Anguilla",9,0,"CFU Caribbean Cup qualification","Kingstown","Saint Vincent and the Grenadines",TRUE,"GLP","AIA"
"250",1994-03-04,"Jamaica","British Virgin Islands",12,0,"CFU Caribbean Cup qualification","George Town","Cayman Islands",TRUE,"JAM","VGB"
"251",1994-03-05,"United States","South Korea",1,0,"Friendly","Monterey Park","United States",FALSE,"USA","KOR"
"252",1994-03-06,"Cayman Islands","Jamaica",3,2,"CFU Caribbean Cup qualification","West Bay","Cayman Islands",FALSE,"CAY","JAM"
"253",1994-03-06,"Sint Maarten","British Virgin Islands",3,0,"CFU Caribbean Cup qualification","George Town","Cayman Islands",TRUE,"SXM","VGB"
"254",1994-03-06,"Saint Vincent and the Grenadines","Anguilla",2,0,"CFU Caribbean Cup qualification","Kingstown","Saint Vincent and the Grenadines",FALSE,"VCT","AIA"
"255",1994-03-09,"Cyprus","Estonia",2,0,"Friendly","Paralímni","Cyprus",FALSE,"CYP","EST"
"256",1994-03-09,"England","Denmark",1,0,"Friendly","London","England",FALSE,"ENG","DEN"
"257",1994-03-09,"Hungary","Switzerland",1,2,"Friendly","Budapest","Hungary",FALSE,"HUN","SUI"
"258",1994-03-09,"Nigeria","Ghana",0,0,"Friendly","Lagos","Nigeria",FALSE,"NGA","GHA"
"259",1994-03-09,"Wales","Norway",1,3,"Friendly","Cardiff","Wales",FALSE,"WAL","NOR"
"260",1994-03-10,"Dominican Republic","Haiti",0,1,"CFU Caribbean Cup qualification","Santo Domingo","Dominican Republic",FALSE,"DOM","HAI"
"261",1994-03-12,"Congo","DR Congo",2,1,"Friendly","Brazzaville","Congo",FALSE,"CGO","COD"
"262",1994-03-12,"United States","South Korea",1,1,"Friendly","Fullerton","United States",FALSE,"USA","KOR"
"263",1994-03-12,"Zambia","Zimbabwe",2,1,"Friendly","Lusaka","Zambia",FALSE,"ZAM","ZIM"
"264",1994-03-15,"Gabon","DR Congo",2,1,"Friendly","Libreville","Gabon",FALSE,"GAB","COD"
"265",1994-03-15,"Israel","Ukraine",1,0,"Friendly","Haifa","Israel",FALSE,"ISR","UKR"
"266",1994-03-16,"Egypt","Cameroon",0,0,"Friendly","Cairo","Egypt",FALSE,"EGY","CMR"
"267",1994-03-17,"Tunisia","Niger",4,2,"Friendly","Tunis","Tunisia",FALSE,"TUN","NIG"
"268",1994-03-19,"Angola","Gabon",2,1,"Friendly","Luanda","Angola",FALSE,"ANG","GAB"
"269",1994-03-22,"France","Chile",3,1,"Friendly","Lyon","France",FALSE,"FRA","CHI"
"270",1994-03-23,"Austria","Hungary",1,1,"Friendly","Linz","Austria",FALSE,"AUT","HUN"
"271",1994-03-23,"Brazil","Argentina",2,0,"Friendly","Recife","Brazil",FALSE,"BRA","ARG"
"272",1994-03-23,"Germany","Italy",2,1,"Friendly","Stuttgart","Germany",FALSE,"GER","ITA"
"273",1994-03-23,"Greece","Poland",0,0,"Friendly","Salonica","Greece",FALSE,"GRE","POL"
"274",1994-03-23,"Republic of Ireland","Russia",0,0,"Friendly","Dublin","Republic of Ireland",FALSE,"IRL","RUS"
"275",1994-03-23,"Luxembourg","Morocco",1,2,"Friendly","Luxembourg","Luxembourg",FALSE,"LUX","MAR"
"276",1994-03-23,"North Macedonia","Slovenia",2,0,"Friendly","Skopje","North Macedonia",FALSE,"MKD","SVN"
"277",1994-03-23,"Northern Ireland","Romania",2,0,"Friendly","Belfast","Northern Ireland",FALSE,"NIR","ROU"
"278",1994-03-23,"Scotland","Netherlands",0,1,"Friendly","Glasgow","Scotland",FALSE,"SCO","NED"
"279",1994-03-23,"Spain","Croatia",0,2,"Friendly","Valencia","Spain",FALSE,"ESP","CRO"
"280",1994-03-26,"Nigeria","Gabon",3,0,"African Cup of Nations","Tunis","Tunisia",TRUE,"NGA","GAB"
"281",1994-03-26,"Saudi Arabia","Chile",0,2,"Friendly","Riyadh","Saudi Arabia",FALSE,"KSA","CHI"
"282",1994-03-26,"Tunisia","Mali",0,2,"African Cup of Nations","Tunis","Tunisia",FALSE,"TUN","MLI"
"283",1994-03-26,"United States","Bolivia",2,2,"Friendly","Dallas","United States",FALSE,"USA","BOL"
"284",1994-03-27,"Ghana","Guinea",1,0,"African Cup of Nations","Sousse","Tunisia",TRUE,"GHA","GUI"
"285",1994-03-27,"Ivory Coast","Sierra Leone",4,0,"African Cup of Nations","Sousse","Tunisia",TRUE,"CIV","SLE"
"286",1994-03-28,"Egypt","Gabon",4,0,"African Cup of Nations","Tunis","Tunisia",TRUE,"EGY","GAB"
"287",1994-03-28,"Mali","DR Congo",0,1,"African Cup of Nations","Tunis","Tunisia",TRUE,"MLI","COD"
"288",1994-03-29,"Senegal","Guinea",2,1,"African Cup of Nations","Sousse","Tunisia",TRUE,"SEN","GUI"
"289",1994-03-29,"Zambia","Sierra Leone",0,0,"African Cup of Nations","Sousse","Tunisia",TRUE,"ZAM","SLE"
"290",1994-03-30,"Malta","Slovakia",1,2,"Friendly","Attard","Malta",FALSE,"MLT","SVK"
"291",1994-03-30,"Nigeria","Egypt",0,0,"African Cup of Nations","Tunis","Tunisia",TRUE,"NGA","EGY"
"292",1994-03-30,"Tunisia","DR Congo",1,1,"African Cup of Nations","Tunis","Tunisia",FALSE,"TUN","COD"
"293",1994-03-31,"Ghana","Senegal",1,0,"African Cup of Nations","Sousse","Tunisia",TRUE,"GHA","SEN"
"294",1994-03-31,"Zambia","Ivory Coast",1,0,"African Cup of Nations","Sousse","Tunisia",TRUE,"ZAM","CIV"
"295",1994-04-02,"DR Congo","Nigeria",0,2,"African Cup of Nations","Tunis","Tunisia",TRUE,"COD","NGA"
"296",1994-04-02,"Egypt","Mali",0,1,"African Cup of Nations","Tunis","Tunisia",TRUE,"EGY","MLI"
"297",1994-04-03,"Ghana","Ivory Coast",1,2,"African Cup of Nations","Sousse","Tunisia",TRUE,"GHA","CIV"
"298",1994-04-03,"Zambia","Senegal",1,0,"African Cup of Nations","Sousse","Tunisia",TRUE,"ZAM","SEN"
"299",1994-04-06,"Hungary","Slovenia",0,1,"Friendly","Szombathely","Hungary",FALSE,"HUN","SVN"
"300",1994-04-06,"Nigeria","Ivory Coast",2,2,"African Cup of Nations","Tunis","Tunisia",TRUE,"NGA","CIV"
"301",1994-04-06,"Zambia","Mali",4,0,"African Cup of Nations","Tunis","Tunisia",TRUE,"ZAM","MLI"
"302",1994-04-07,"Cayman Islands","Haiti",2,3,"CFU Caribbean Cup","San Fernando","Trinidad and Tobago",TRUE,"CAY","HAI"
"303",1994-04-07,"Colombia","Bolivia",0,1,"Friendly","Villavicencio","Colombia",FALSE,"COL","BOL"
"304",1994-04-07,"Martinique","Suriname",2,0,"CFU Caribbean Cup","San Fernando","Trinidad and Tobago",TRUE,"MTQ","SUR"
"305",1994-04-09,"Martinique","Haiti",3,0,"CFU Caribbean Cup","San Fernando","Trinidad and Tobago",TRUE,"MTQ","HAI"
"306",1994-04-09,"Suriname","Cayman Islands",2,0,"CFU Caribbean Cup","San Fernando","Trinidad and Tobago",TRUE,"SUR","CAY"
"307",1994-04-10,"Ivory Coast","Mali",3,1,"African Cup of Nations","Tunis","Tunisia",TRUE,"CIV","MLI"
"308",1994-04-10,"Nigeria","Zambia",2,1,"African Cup of Nations","Tunis","Tunisia",TRUE,"NGA","ZAM"
"309",1994-04-11,"Kazakhstan","Tajikistan",1,0,"Friendly","Tashkent","Uzbekistan",TRUE,"KAZ","TJK"
"310",1994-04-11,"Martinique","Cayman Islands",1,1,"CFU Caribbean Cup","San Fernando","Trinidad and Tobago",TRUE,"MTQ","CAY"
"311",1994-04-11,"Suriname","Haiti",1,1,"CFU Caribbean Cup","San Fernando","Trinidad and Tobago",TRUE,"SUR","HAI"
"312",1994-04-11,"Uzbekistan","Turkmenistan",4,0,"Friendly","Tashkent","Uzbekistan",FALSE,"UZB","TKM"
"313",1994-04-13,"Kyrgyzstan","Turkmenistan",1,5,"Friendly","Tashkent","Uzbekistan",TRUE,"KGZ","TKM"
"314",1994-04-13,"Poland","Saudi Arabia",1,0,"Friendly","Cannes","France",TRUE,"POL","KSA"
"315",1994-04-13,"Uzbekistan","Kazakhstan",1,0,"Friendly","Tashkent","Uzbekistan",FALSE,"UZB","KAZ"
"316",1994-04-14,"Martinique","Guadeloupe",4,2,"CFU Caribbean Cup","Port of Spain","Trinidad and Tobago",TRUE,"MTQ","GLP"
"317",1994-04-14,"Trinidad and Tobago","Suriname",3,2,"CFU Caribbean Cup","Port of Spain","Trinidad and Tobago",FALSE,"TRI","SUR"
"318",1994-04-15,"Kazakhstan","Turkmenistan",0,0,"Friendly","Tashkent","Uzbekistan",TRUE,"KAZ","TKM"
"319",1994-04-15,"Kyrgyzstan","Tajikistan",0,1,"Friendly","Tashkent","Uzbekistan",TRUE,"KGZ","TJK"
"320",1994-04-15,"Oman","Bulgaria",1,1,"Friendly","Muscat","Oman",FALSE,"OMA","BUL"
"321",1994-04-16,"United States","Moldova",1,1,"Friendly","Jacksonville","United States",FALSE,"USA","MDA"
"322",1994-04-17,"Colombia","Nigeria",1,0,"Friendly","Armenia","Colombia",FALSE,"COL","NGA"
"323",1994-04-17,"Guadeloupe","Suriname",2,0,"CFU Caribbean Cup","Port of Spain","Trinidad and Tobago",TRUE,"GLP","SUR"
"324",1994-04-17,"Kazakhstan","Kyrgyzstan",0,0,"Friendly","Tashkent","Uzbekistan",TRUE,"KAZ","KGZ"
"325",1994-04-17,"Trinidad and Tobago","Martinique",7,2,"CFU Caribbean Cup","Port of Spain","Trinidad and Tobago",FALSE,"TRI","MTQ"
"326",1994-04-17,"Uzbekistan","Tajikistan",1,1,"Friendly","Tashkent","Uzbekistan",FALSE,"UZB","TJK"
"327",1994-04-18,"Tunisia","Saudi Arabia",2,0,"Friendly","Tunis","Tunisia",FALSE,"TUN","KSA"
"328",1994-04-19,"Malta","Azerbaijan",5,0,"Friendly","Attard","Malta",FALSE,"MLT","AZE"
"329",1994-04-19,"Tajikistan","Turkmenistan",0,2,"Friendly","Tashkent","Uzbekistan",TRUE,"TJK","TKM"
"330",1994-04-19,"Uzbekistan","Kyrgyzstan",3,0,"Friendly","Tashkent","Uzbekistan",FALSE,"UZB","KGZ"
"331",1994-04-20,"Argentina","Morocco",3,1,"Friendly","Salta","Argentina",FALSE,"ARG","MAR"
"332",1994-04-20,"Austria","Scotland",1,2,"Friendly","Vienna","Austria",FALSE,"AUT","SCO"
"333",1994-04-20,"Denmark","Hungary",3,1,"Friendly","Copenhagen","Denmark",FALSE,"DEN","HUN"
"334",1994-04-20,"Iceland","Saudi Arabia",0,2,"Friendly","Toulon","France",TRUE,"ISL","KSA"
"335",1994-04-20,"Lithuania","Israel",1,1,"Friendly","Vilnius","Lithuania",FALSE,"LTU","ISR"
"336",1994-04-20,"Netherlands","Republic of Ireland",0,1,"Friendly","Tilburg","Netherlands",FALSE,"NED","IRL"
"337",1994-04-20,"Northern Ireland","Liechtenstein",4,1,"UEFA Euro qualification","Belfast","Northern Ireland",FALSE,"NIR","LIE"
"338",1994-04-20,"Norway","Portugal",0,0,"Friendly","Oslo","Norway",FALSE,"NOR","POR"
"339",1994-04-20,"Romania","Bolivia",3,0,"Friendly","Bucharest","Romania",FALSE,"ROU","BOL"
"340",1994-04-20,"Slovakia","Croatia",4,1,"Friendly","Bratislava","Slovakia",FALSE,"SVK","CRO"
"341",1994-04-20,"Switzerland","Czech Republic",3,0,"Friendly","Zürich","Switzerland",FALSE,"SUI","CZE"
"342",1994-04-20,"Turkey","Russia",0,1,"Friendly","Bursa","Turkey",FALSE,"TUR","RUS"
"343",1994-04-20,"United States","Moldova",3,0,"Friendly","Davidson","United States",FALSE,"USA","MDA"
"344",1994-04-20,"Wales","Sweden",0,2,"Friendly","Wrexham","Wales",FALSE,"WAL","SWE"
"345",1994-04-22,"Eswatini","Mozambique",0,1,"Friendly","Mbabane","Eswatini",FALSE,"SWZ","MOZ"
"346",1994-04-24,"South Africa","Zimbabwe",1,0,"Friendly","Mafikeng","South Africa",FALSE,"RSA","ZIM"
"347",1994-04-24,"United States","Iceland",1,2,"Friendly","Chula Vista","United States",FALSE,"USA","ISL"
"348",1994-04-27,"Greece","Saudi Arabia",5,1,"Friendly","Athens","Greece",FALSE,"GRE","KSA"
"349",1994-04-27,"Slovenia","Cyprus",3,0,"Friendly","Maribor","Slovenia",FALSE,"SVN","CYP"
"350",1994-04-27,"United Arab Emirates","Germany",0,2,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"UAE","GER"
"351",1994-04-28,"Kuwait","Bulgaria",2,2,"Friendly","Kuwait City","Kuwait",FALSE,"KUW","BUL"
"352",1994-04-30,"United States","Chile",0,2,"Friendly","Albuquerque","United States",FALSE,"USA","CHI"
"353",1994-05-01,"South Korea","Cameroon",2,2,"Friendly","Seoul","South Korea",FALSE,"KOR","CMR"
"354",1994-05-02,"Jersey","Guernsey",3,1,"Friendly","St. Helier","Jersey",FALSE,"JEY","GGY"
"355",1994-05-03,"Colombia","Peru",1,0,"Friendly","Miami","United States",TRUE,"COL","PER"
"356",1994-05-03,"El Salvador","Honduras",3,1,"Friendly","Miami","United States",TRUE,"SLV","HON"
"357",1994-05-03,"South Korea","Cameroon",2,1,"Friendly","Changwon","South Korea",FALSE,"KOR","CMR"
"358",1994-05-04,"Bolivia","Saudi Arabia",1,0,"Friendly","Cannes","France",TRUE,"BOL","KSA"
"359",1994-05-04,"Brazil","Iceland",3,0,"Friendly","Florianópolis","Brazil",FALSE,"BRA","ISL"
"360",1994-05-04,"Poland","Hungary",3,2,"Friendly","Cracow","Poland",FALSE,"POL","HUN"
"361",1994-05-05,"Colombia","El Salvador",3,0,"Friendly","Miami","United States",TRUE,"COL","SLV"
"362",1994-05-05,"Honduras","Peru",2,1,"Friendly","Miami","United States",TRUE,"HON","PER"
"363",1994-05-05,"Sweden","Nigeria",3,1,"Friendly","Solna","Sweden",FALSE,"SWE","NGA"
"364",1994-05-07,"United States","Estonia",4,0,"Friendly","Fullerton","United States",FALSE,"USA","EST"
"365",1994-05-09,"Greece","Cameroon",0,3,"Friendly","Piraeus","Greece",FALSE,"GRE","CMR"
"366",1994-05-11,"Bolivia","Cameroon",1,1,"Friendly","Piraeus","Greece",TRUE,"BOL","CMR"
"367",1994-05-13,"Greece","Bolivia",0,0,"Friendly","Piraeus","Greece",FALSE,"GRE","BOL"
"368",1994-05-14,"North Macedonia","Albania",5,1,"Friendly","Tetovo","North Macedonia",FALSE,"MKD","ALB"
"369",1994-05-14,"Nigeria","Suriname",2,1,"Friendly","Amsterdam","Netherlands",TRUE,"NGA","SUR"
"370",1994-05-15,"United States","Armenia",1,0,"Friendly","Fullerton","United States",FALSE,"USA","ARM"
"371",1994-05-17,"England","Greece",5,0,"Friendly","London","England",FALSE,"ENG","GRE"
"372",1994-05-17,"Poland","Austria",3,4,"Friendly","Katowice","Poland",FALSE,"POL","AUT"
"373",1994-05-18,"Chile","Argentina",3,3,"Friendly","Santiago","Chile",FALSE,"CHI","ARG"
"374",1994-05-18,"Hungary","Croatia",2,2,"Friendly","Győr","Hungary",FALSE,"HUN","CRO"
"375",1994-05-19,"Iceland","Bolivia",1,0,"Friendly","Reykjavík","Iceland",FALSE,"ISL","BOL"
"376",1994-05-22,"England","Norway",0,0,"Friendly","London","England",FALSE,"ENG","NOR"
"377",1994-05-22,"Japan","Australia",1,1,"Kirin Cup","Hiroshima","Japan",FALSE,"JPN","AUS"
"378",1994-05-23,"Estonia","Wales",1,2,"Friendly","Tallinn","Estonia",FALSE,"EST","WAL"
"379",1994-05-23,"Fiji","Tahiti",2,2,"Friendly","Suva","Fiji",FALSE,"FIJ","TAH"
"380",1994-05-24,"Republic of Ireland","Bolivia",1,0,"Friendly","Dublin","Republic of Ireland",FALSE,"IRL","BOL"
"381",1994-05-25,"Chile","Peru",2,1,"Friendly","Santiago","Chile",FALSE,"CHI","PER"
"382",1994-05-25,"Czech Republic","Lithuania",5,3,"Friendly","Ostrava","Czech Republic",FALSE,"CZE","LTU"
"383",1994-05-25,"Ecuador","Argentina",1,0,"Friendly","Guayaquil","Ecuador",FALSE,"ECU","ARG"
"384",1994-05-25,"Fiji","Tahiti",2,0,"Friendly","Lautoka","Fiji",FALSE,"FIJ","TAH"
"385",1994-05-25,"Ukraine","Belarus",3,1,"Friendly","Kyïv","Ukraine",FALSE,"UKR","BLR"
"386",1994-05-25,"United States","Saudi Arabia",0,0,"Friendly","Piscataway","United States",FALSE,"USA","KSA"
"387",1994-05-26,"Australia","France",0,1,"Kirin Cup","Kobe","Japan",TRUE,"AUS","FRA"
"388",1994-05-26,"Denmark","Sweden",1,0,"Friendly","Copenhagen","Denmark",FALSE,"DEN","SWE"
"389",1994-05-27,"Italy","Finland",2,0,"Friendly","Parma","Italy",FALSE,"ITA","FIN"
"390",1994-05-27,"Netherlands","Scotland",3,1,"Friendly","Utrecht","Netherlands",FALSE,"NED","SCO"
"391",1994-05-27,"Switzerland","Liechtenstein",2,0,"Friendly","Basel","Switzerland",FALSE,"SUI","LIE"
"392",1994-05-28,"United States","Greece",1,1,"Friendly","New Haven","United States",FALSE,"USA","GRE"
"393",1994-05-29,"Germany","Republic of Ireland",0,2,"Friendly","Hanover","Germany",FALSE,"GER","IRL"
"394",1994-05-29,"Japan","France",1,4,"Kirin Cup","Tokyo","Japan",FALSE,"JPN","FRA"
"395",1994-05-29,"Russia","Slovakia",2,1,"Friendly","Moscow","Russia",FALSE,"RUS","SVK"
"396",1994-05-31,"Israel","Argentina",0,3,"Friendly","Ramat-Gan","Israel",FALSE,"ISR","ARG"
"397",1994-06-01,"Canada","Morocco",1,1,"Friendly","Montréal","Canada",FALSE,"CAN","MAR"
"398",1994-06-01,"North Macedonia","Estonia",2,0,"Friendly","Skopje","North Macedonia",FALSE,"MKD","EST"
"399",1994-06-01,"Netherlands","Hungary",7,1,"Friendly","Eindhoven","Netherlands",FALSE,"NED","HUN"
"400",1994-06-01,"Norway","Denmark",2,1,"Friendly","Oslo","Norway",FALSE,"NOR","DEN"
"401",1994-06-01,"Romania","Slovenia",0,0,"Friendly","Bucharest","Romania",FALSE,"ROU","SVN"
"402",1994-06-02,"Austria","Germany",1,5,"Friendly","Vienna","Austria",FALSE,"AUT","GER"
"403",1994-06-02,"Finland","Spain",1,2,"Friendly","Tampere","Finland",FALSE,"FIN","ESP"
"404",1994-06-02,"Latvia","Malta",2,0,"Friendly","Riga","Latvia",FALSE,"LVA","MLT"
"405",1994-06-03,"Bulgaria","Ukraine",1,1,"Friendly","Sofia","Bulgaria",FALSE,"BUL","UKR"
"406",1994-06-03,"Colombia","Northern Ireland",2,0,"Friendly","Foxborough","United States",TRUE,"COL","NIR"
"407",1994-06-03,"Italy","Switzerland",1,0,"Friendly","Rome","Italy",FALSE,"ITA","SUI"
"408",1994-06-04,"Croatia","Argentina",0,0,"Friendly","Zagreb","Croatia",FALSE,"CRO","ARG"
"409",1994-06-04,"Trinidad and Tobago","Saudi Arabia",2,3,"Friendly","Pomona","United States",TRUE,"TRI","KSA"
"410",1994-06-04,"United States","Mexico",1,0,"Friendly","Pasadena","United States",FALSE,"USA","MEX"
"411",1994-06-05,"Canada","Brazil",1,1,"Friendly","Edmonton","Canada",FALSE,"CAN","BRA"
"412",1994-06-05,"Colombia","Greece",2,0,"Friendly","East Rutherford","United States",TRUE,"COL","GRE"
"413",1994-06-05,"Ecuador","South Korea",2,1,"Friendly","Wakefield","United States",TRUE,"ECU","KOR"
"414",1994-06-05,"Republic of Ireland","Czech Republic",1,3,"Friendly","Dublin","Republic of Ireland",FALSE,"IRL","CZE"
"415",1994-06-05,"Ivory Coast","Liberia",4,1,"Friendly","Abidjan","Ivory Coast",FALSE,"CIV","LBR"
"416",1994-06-05,"Sweden","Norway",2,0,"Friendly","Solna","Sweden",FALSE,"SWE","NOR"
"417",1994-06-08,"Australia","South Africa",1,0,"Friendly","Adelaide","Australia",FALSE,"AUS","RSA"
"418",1994-06-08,"Belgium","Hungary",3,1,"Friendly","Brussels","Belgium",FALSE,"BEL","HUN"
"419",1994-06-08,"Bolivia","Peru",0,0,"Friendly","Santa Cruz","Bolivia",FALSE,"BOL","PER"
"420",1994-06-08,"Canada","Germany",0,2,"Friendly","Toronto","Canada",FALSE,"CAN","GER"
"421",1994-06-08,"Honduras","Brazil",2,8,"Friendly","San Diego","United States",TRUE,"HON","BRA"
"422",1994-06-10,"Canada","Spain",0,2,"Friendly","Montréal","Canada",FALSE,"CAN","ESP"
"423",1994-06-11,"Bolivia","Switzerland",0,0,"Friendly","Montréal","Canada",TRUE,"BOL","SUI"
"424",1994-06-11,"Costa Rica","Italy",0,1,"Friendly","New Haven","United States",TRUE,"CRC","ITA"
"425",1994-06-11,"Honduras","South Korea",0,3,"Friendly","Duncanville","United States",TRUE,"HON","KOR"
"426",1994-06-11,"Mexico","Northern Ireland",3,0,"Friendly","Miami","United States",TRUE,"MEX","NIR"
"427",1994-06-11,"Nigeria","Georgia",5,1,"Friendly","Ibadan","Nigeria",FALSE,"NGA","GEO"
"428",1994-06-12,"Australia","South Africa",1,0,"Friendly","Sydney","Australia",FALSE,"AUS","RSA"
"429",1994-06-12,"Canada","Netherlands",0,3,"Friendly","Toronto","Canada",FALSE,"CAN","NED"
"430",1994-06-12,"El Salvador","Brazil",0,4,"Friendly","Fresno","United States",TRUE,"SLV","BRA"
"431",1994-06-12,"Romania","Sweden",1,1,"Friendly","Mission Viejo","United States",TRUE,"ROU","SWE"
"432",1994-06-17,"Germany","Bolivia",1,0,"FIFA World Cup","Chicago","United States",TRUE,"GER","BOL"
"433",1994-06-17,"Spain","South Korea",2,2,"FIFA World Cup","Dallas","United States",TRUE,"ESP","KOR"
"434",1994-06-18,"Colombia","Romania",1,3,"FIFA World Cup","Pasadena","United States",TRUE,"COL","ROU"
"435",1994-06-18,"Italy","Republic of Ireland",0,1,"FIFA World Cup","East Rutherford","United States",TRUE,"ITA","IRL"
"436",1994-06-18,"United States","Switzerland",1,1,"FIFA World Cup","Pontiac","United States",FALSE,"USA","SUI"
"437",1994-06-19,"Belgium","Morocco",1,0,"FIFA World Cup","Orlando","United States",TRUE,"BEL","MAR"
"438",1994-06-19,"Cameroon","Sweden",2,2,"FIFA World Cup","Pasadena","United States",TRUE,"CMR","SWE"
"439",1994-06-19,"Norway","Mexico",1,0,"FIFA World Cup","Washington","United States",TRUE,"NOR","MEX"
"440",1994-06-20,"Brazil","Russia",2,0,"FIFA World Cup","Palo Alto","United States",TRUE,"BRA","RUS"
